parentEventID,eventID,island,locality,eventDate,maximumDepthInMeters,decimalLatitude,decimalLongitude,georeferenceProtocol,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,geodeticDatum,verbatimCoordinateSystem,Country,countryCode
BR:PELD-ILOC:Rocas_Falsa_Barreta_2012,BR:PELD-ILOC:Rocas_Falsa_Barreta_2012_1221,Rocas,Falsa Barreta,2012,3,-3.86051,-33.818934,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farilhoes_2012,BR:PELD-ILOC:Trindade_Farilhoes_2012_1222,Trindade,Farilhões,2012,11,-20.522423,-29.331352,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Laguna_2012,BR:PELD-ILOC:Rocas_Laguna_2012_1229,Rocas,Laguna,2012,1.5,-3.862211,-33.793786,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2012,BR:PELD-ILOC:Trindade_Monumento_2012_1233,Trindade,Monumento,2012,9,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2012,BR:PELD-ILOC:Trindade_Paredao_2012_1234,Trindade,Paredão,2012,16,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2012,BR:PELD-ILOC:Trindade_Monumento_2012_1236,Trindade,Monumento,2012,17,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2012,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2012_1243,Rocas,Piscina das Rocas,2012,1,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2012,BR:PELD-ILOC:Rocas_Podes_Crer_2012_1244,Rocas,Podes Crer,2012,1.5,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Poita_do_Zeca_2012,BR:PELD-ILOC:Rocas_Poita_do_Zeca_2012_1245,Rocas,Poita do Zeca,2012,8,-3.857917,-33.820619,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Salao_2012,BR:PELD-ILOC:Rocas_Salao_2012_1250,Rocas,Salão,2012,8.5,-3.874627,-33.809398,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Shing_2012,BR:PELD-ILOC:Trindade_Shing_2012_1251,Trindade,Shing,2012,8,-20.502774,-29.318457,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2012,BR:PELD-ILOC:Rocas_Tartarugas_2012_1253,Rocas,Tartarugas,2012,3,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Zulu_2012,BR:PELD-ILOC:Rocas_Zulu_2012_1254,Rocas,Zulu,2012,1.5,-3.872804,-33.798341,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2012,BR:PELD-ILOC:Rocas_Cemiterio_2012_1367,Rocas,Cemiterio,2012,1,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Praia_da_Conceicao_2011,BR:PELD-ILOC:Noronha_Praia_da_Conceicao_2011_1368,Noronha,Praia da Conceição,2011,9,-3.83904,-32.414963,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_1370,Trindade,Praia do Eme,2012,10,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Laguna_2012,BR:PELD-ILOC:Rocas_Laguna_2012_1373,Rocas,Laguna,2012,2,-3.862211,-33.793786,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2012,BR:PELD-ILOC:Trindade_Orelhas_2012_1375,Trindade,Orelhas,2012,9,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2012,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2012_1378,Rocas,Piscina das Rocas,2012,1.5,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Poita_do_Zeca_2012,BR:PELD-ILOC:Rocas_Poita_do_Zeca_2012_1379,Rocas,Poita do Zeca,2012,10,-3.857917,-33.820619,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Racha_2012,BR:PELD-ILOC:Trindade_Racha_2012_1381,Trindade,Racha,2012,24,-20.505467,-29.347639,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2012,BR:PELD-ILOC:Rocas_Tartarugas_2012_1384,Rocas,Tartarugas,2012,1,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2012,BR:PELD-ILOC:Rocas_Cemiterio_2012_1497,Rocas,Cemiterio,2012,1,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Praia_da_Conceicao_2011,BR:PELD-ILOC:Noronha_Praia_da_Conceicao_2011_1498,Noronha,Praia da Conceição,2011,8,-3.83904,-32.414963,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_1500,Trindade,Praia do Eme,2012,9,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Laguna_2012,BR:PELD-ILOC:Rocas_Laguna_2012_1502,Rocas,Laguna,2012,2,-3.862211,-33.793786,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2012,BR:PELD-ILOC:Trindade_Orelhas_2012_1504,Trindade,Orelhas,2012,6,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Poita_do_Zeca_2012,BR:PELD-ILOC:Rocas_Poita_do_Zeca_2012_1507,Rocas,Poita do Zeca,2012,10,-3.857917,-33.820619,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Racha_2012,BR:PELD-ILOC:Trindade_Racha_2012_1509,Trindade,Racha,2012,24,-20.505467,-29.347639,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2012,BR:PELD-ILOC:Rocas_Cemiterio_2012_1767,Rocas,Cemiterio,2012,1,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Praia_da_Conceicao_2011,BR:PELD-ILOC:Noronha_Praia_da_Conceicao_2011_1768,Noronha,Praia da Conceição,2011,10,-3.83904,-32.414963,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_1770,Trindade,Praia do Eme,2012,8,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Laguna_2012,BR:PELD-ILOC:Rocas_Laguna_2012_1771,Rocas,Laguna,2012,2,-3.862211,-33.793786,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2012,BR:PELD-ILOC:Trindade_Orelhas_2012_1773,Trindade,Orelhas,2012,6,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Racha_2012,BR:PELD-ILOC:Trindade_Racha_2012_1777,Trindade,Racha,2012,19,-20.505467,-29.347639,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2012,BR:PELD-ILOC:Rocas_Cemiterio_2012_1889,Rocas,Cemiterio,2012,1,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Noronha_Praia_da_Conceicao_2011,BR:PELD-ILOC:Noronha_Praia_da_Conceicao_2011_1890,Noronha,Praia da Conceição,2011,8,-3.83904,-32.414963,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_1892,Trindade,Praia do Eme,2012,9,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2012,BR:PELD-ILOC:Trindade_Farol_2012_1893,Trindade,Farol,2012,9,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Laguna_2012,BR:PELD-ILOC:Rocas_Laguna_2012_1894,Rocas,Laguna,2012,2.5,-3.862211,-33.793786,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Orelhas_2012,BR:PELD-ILOC:Trindade_Orelhas_2012_1896,Trindade,Orelhas,2012,6,-20.492884,-29.344021,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Racha_2012,BR:PELD-ILOC:Trindade_Racha_2012_1900,Trindade,Racha,2012,15,-20.505467,-29.347639,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2012,BR:PELD-ILOC:Rocas_Cemiterio_2012_2012,Rocas,Cemiterio,2012,1,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_2014,Trindade,Praia do Eme,2012,9,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2012,BR:PELD-ILOC:Trindade_Farol_2012_2015,Trindade,Farol,2012,9,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Racha_2012,BR:PELD-ILOC:Trindade_Racha_2012_2020,Trindade,Racha,2012,19,-20.505467,-29.347639,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2012,BR:PELD-ILOC:Rocas_Cemiterio_2012_2134,Rocas,Cemiterio,2012,1,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_2135,Trindade,Praia do Eme,2012,7,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2012,BR:PELD-ILOC:Trindade_Farol_2012_2136,Trindade,Farol,2012,10,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Racha_2012,BR:PELD-ILOC:Trindade_Racha_2012_2139,Trindade,Racha,2012,18,-20.505467,-29.347639,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_2255,Trindade,Praia do Eme,2012,10,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2012,BR:PELD-ILOC:Trindade_Farol_2012_2256,Trindade,Farol,2012,8,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Racha_2012,BR:PELD-ILOC:Trindade_Racha_2012_2259,Trindade,Racha,2012,14,-20.505467,-29.347639,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_2372,Trindade,Praia do Eme,2012,9,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2012,BR:PELD-ILOC:Trindade_Farol_2012_2373,Trindade,Farol,2012,6,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2012,BR:PELD-ILOC:Trindade_Ponta_Norte_2012_2376,Trindade,Ponta Norte,2012,12,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_2489,Trindade,Praia do Eme,2012,10,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farol_2012,BR:PELD-ILOC:Trindade_Farol_2012_2490,Trindade,Farol,2012,8,-20.49803,-29.321447,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2012,BR:PELD-ILOC:Trindade_Ponta_Norte_2012_2493,Trindade,Ponta Norte,2012,11,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Praia_do_Eme_2012,BR:PELD-ILOC:Trindade_Praia_do_Eme_2012_2606,Trindade,Praia do Eme,2012,7,-20.515618,-29.337928,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Ponta_Norte_2012,BR:PELD-ILOC:Trindade_Ponta_Norte_2012_2610,Trindade,Ponta Norte,2012,13,-20.4892,-29.339223,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Ancoras_2012,BR:PELD-ILOC:Rocas_Ancoras_2012_2617,Rocas,Ancoras,2012,3,-3.875019,-33.803309,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Barretinha_2012,BR:PELD-ILOC:Rocas_Barretinha_2012_2621,Rocas,Barretinha,2012,2.5,-3.859602,-33.818066,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Cemiterio_2012,BR:PELD-ILOC:Rocas_Cemiterio_2012_2629,Rocas,Cemiterio,2012,4,-3.867712,-33.816626,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Crista_do_Galo_2012,BR:PELD-ILOC:Trindade_Crista_do_Galo_2012_2630,Trindade,Crista do Galo,2012,18,-20.488147,-29.334443,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Falsa_Barreta_2012,BR:PELD-ILOC:Rocas_Falsa_Barreta_2012_2631,Rocas,Falsa Barreta,2012,4,-3.86051,-33.818934,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Farilhoes_2012,BR:PELD-ILOC:Trindade_Farilhoes_2012_2632,Trindade,Farilhões,2012,10,-20.522423,-29.331352,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Laguna_2012,BR:PELD-ILOC:Rocas_Laguna_2012_2639,Rocas,Laguna,2012,1.5,-3.862211,-33.793786,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2012,BR:PELD-ILOC:Trindade_Monumento_2012_2643,Trindade,Monumento,2012,8,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Paredao_2012,BR:PELD-ILOC:Trindade_Paredao_2012_2644,Trindade,Paredão,2012,15,-20.527171,-29.305097,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Monumento_2012,BR:PELD-ILOC:Trindade_Monumento_2012_2646,Trindade,Monumento,2012,15,-20.500321,-29.345222,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2012,BR:PELD-ILOC:Rocas_Piscina_das_Rocas_2012_2653,Rocas,Piscina das Rocas,2012,1,-3.86895,-33.791911,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Podes_Crer_2012,BR:PELD-ILOC:Rocas_Podes_Crer_2012_2654,Rocas,Podes Crer,2012,1,-3.872175,-33.812714,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Poita_do_Zeca_2012,BR:PELD-ILOC:Rocas_Poita_do_Zeca_2012_2655,Rocas,Poita do Zeca,2012,8,-3.857917,-33.820619,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Salao_2012,BR:PELD-ILOC:Rocas_Salao_2012_2660,Rocas,Salão,2012,10,-3.874627,-33.809398,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Trindade_Shing_2012,BR:PELD-ILOC:Trindade_Shing_2012_2661,Trindade,Shing,2012,8,-20.502774,-29.318457,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Tartarugas_2012,BR:PELD-ILOC:Rocas_Tartarugas_2012_2663,Rocas,Tartarugas,2012,3,-3.872723,-33.808854,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Rocas_Zulu_2012,BR:PELD-ILOC:Rocas_Zulu_2012_2664,Rocas,Zulu,2012,1.5,-3.872804,-33.798341,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Stpauls_rocks_Boia_2012,BR:PELD-ILOC:Stpauls_rocks_Boia_2012_2709,São Pedro e São Paulo,Bóia,2012,33,0.97447,-29.346554,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
BR:PELD-ILOC:Stpauls_rocks_Boia_2012,BR:PELD-ILOC:Stpauls_rocks_Boia_2012_2710,São Pedro e São Paulo,Bóia,2012,33,0.97447,-29.346554,"Coordinates obtained  based on orthophotography inspection, personal communication and previous studies on sites",Underwater Visual Survey - 20 x 2m,one observer per transect,40,square meter,WGS84,decimal degrees,Brazil,BR
