eventID,occurrenceID,measurementValue,analyzedBy,measurementType,measurementeUnity
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4_occ_3266,14.285714287,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4_occ_3267,24.48979592,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4_occ_3268,26.530612249999997,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4_occ_3269,2.040816327,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4_occ_3270,16.326530614,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4_occ_3271,12.24489796,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q4LDI_2019_unica_T3_Q4_occ_3272,4.081632653,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5_occ_3273,2.127659574,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5_occ_3274,4.255319149,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5_occ_3275,25.5319149,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5_occ_3276,25.53191489,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5_occ_3277,4.255319149,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5_occ_3278,2.127659574,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q5LDI_2019_unica_T3_Q5_occ_3279,36.17021277,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6_occ_3280,13.513513513,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6_occ_3281,16.21621622,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6_occ_3282,18.91891892,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6_occ_3283,8.108108108,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6_occ_3284,18.918918916,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6_occ_3285,10.81081081,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q6LDI_2019_unica_T3_Q6_occ_3286,13.51351351,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3287,16.666666663,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3288,20.833333337000003,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3289,4.166666667,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3290,41.666666663,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3291,8.333333333,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3292,2.083333333,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3293,2.083333333,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3294,2.083333333,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2019_noronhalaje_dois_irmaos2019fundoT3Q7LDI_2019_unica_T3_Q7_occ_3295,2.083333333,Manoela Birolli,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3296,2.173913043,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3297,36.95652174,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3298,8.695652174,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3299,26.08695652,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3300,2.173913043,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3301,4.347826086,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3302,4.347826087,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3303,2.173913043,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q10LDI_2016_unica_T1_Q10_occ_3304,13.04347826,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1_occ_3305,40,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1_occ_3306,25,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1_occ_3307,12.5,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1_occ_3308,2.5,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1_occ_3309,2.5,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1_occ_3310,5,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1_occ_3311,2.5,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q1LDI_2016_unica_T1_Q1_occ_3312,10,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2_occ_3313,9.756097562,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2_occ_3314,51.21951219,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2_occ_3315,7.317073172,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2_occ_3316,17.07317073,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2_occ_3317,4.87804878,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q2LDI_2016_unica_T1_Q2_occ_3318,9.756097562,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3_occ_3319,39.53488372,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3_occ_3320,30.232558140000002,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3_occ_3321,4.651162791,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3_occ_3322,18.60465116,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3_occ_3323,4.651162791,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q3LDI_2016_unica_T1_Q3_occ_3324,2.325581395,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4_occ_3325,41.46341463,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4_occ_3326,14.63414634,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4_occ_3327,29.26829268,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4_occ_3328,4.87804878,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q4LDI_2016_unica_T1_Q4_occ_3329,9.756097562,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5_occ_3330,2.380952381,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5_occ_3331,54.76190476000001,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5_occ_3332,7.142857143,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5_occ_3333,16.66666667,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5_occ_3334,16.666666667,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q5LDI_2016_unica_T1_Q5_occ_3335,2.380952381,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6_occ_3336,48.8372093,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6_occ_3337,6.976744186,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6_occ_3338,27.90697674,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6_occ_3339,6.976744186,Julia B Zamoner,Percentage cover,dimensionless
BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6,BR:PELD-ILOC:Noronha_Laje_Dois_Irmaos_2016_noronhalaje_dois_irmaos2016fundoT1Q6LDI_2016_unica_T1_Q6_occ_3340,2.325581395,Julia B Zamoner,Percentage cover,dimensionless
