eventID,occurrenceID,scientificName,analyzedBy,scientificNameID,taxonRank,organismQuantityType,basisOfRecord
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q4CA_2016_FUNDO_T1_Q4,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q4CA_2016_FUNDO_T1_Q4_occ_1224,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5_occ_1225,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5_occ_1226,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5_occ_1227,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5_occ_1228,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q5CA_2016_FUNDO_T1_Q5_occ_1229,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6_occ_1230,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6_occ_1231,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6_occ_1232,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6_occ_1233,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q6CA_2016_FUNDO_T1_Q6_occ_1234,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7_occ_1235,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7_occ_1236,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7_occ_1237,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7_occ_1238,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7_occ_1239,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q7CA_2016_FUNDO_T1_Q7_occ_1240,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8_occ_1241,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8_occ_1242,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8_occ_1243,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8_occ_1244,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q8CA_2016_FUNDO_T1_Q8_occ_1245,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9_occ_1246,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9_occ_1247,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9_occ_1248,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9_occ_1249,Montastraea cavernosa,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:287962,Species,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT1Q9CA_2016_FUNDO_T1_Q9_occ_1250,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10_occ_1251,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10_occ_1252,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10_occ_1253,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10_occ_1254,Cyanobacteria,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10_occ_1255,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10_occ_1256,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10_occ_1257,Siderastrea,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q10CA_2016_FUNDO_T2_Q10_occ_1258,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1_occ_1259,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1_occ_1260,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1_occ_1261,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1_occ_1262,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q1CA_2016_FUNDO_T2_Q1_occ_1263,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2_occ_1264,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2_occ_1265,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2_occ_1266,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2_occ_1267,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2_occ_1268,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q2CA_2016_FUNDO_T2_Q2_occ_1269,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3_occ_1270,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3_occ_1271,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3_occ_1272,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3_occ_1273,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3_occ_1274,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3_occ_1275,Siderastrea,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q3CA_2016_FUNDO_T2_Q3_occ_1276,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4_occ_1277,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4_occ_1278,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4_occ_1279,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4_occ_1280,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4_occ_1281,Siderastrea,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q4CA_2016_FUNDO_T2_Q4_occ_1282,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5_occ_1283,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5_occ_1284,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5_occ_1285,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5_occ_1286,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q5CA_2016_FUNDO_T2_Q5_occ_1287,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6_occ_1288,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6_occ_1289,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6_occ_1290,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6_occ_1291,Cyanobacteria,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:146537,Phylum,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6_occ_1292,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6_occ_1293,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6_occ_1294,Siderastrea,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:204291,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q6CA_2016_FUNDO_T2_Q6_occ_1295,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7_occ_1296,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7_occ_1297,Lithophylloideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:162861,Subfamily,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7_occ_1298,Dictyota,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:144086,Genus,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7_occ_1299,Filamentous,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q7CA_2016_FUNDO_T2_Q7_occ_1300,Turf,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q8CA_2016_FUNDO_T2_Q8,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q8CA_2016_FUNDO_T2_Q8_occ_1301,Sand gravel,Julia B Zamoner,NA,NA,Relative cover,Human observation
BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q8CA_2016_FUNDO_T2_Q8,BR:PELD-ILOC:Noronha_Cagarras_2016_noronhacagarras2016fundoT2Q8CA_2016_FUNDO_T2_Q8_occ_1302,Amphiroideae,Julia B Zamoner,urn:lsid:marinespecies.org:taxname:368753,Subfamily,Relative cover,Human observation
