Samples,Locality,Sites,Reef,Lon,Lat,Depth,calcareous.turf,crostose.coralline.algae,Millepora.alcicornis,Phallusia.nigra,Cirripedia,Jania.Amphiroa,Astrangia.Phyllangia,Areia.e.Cascalho,Cianobacterias,Desconhecido,Dictyopteris,Dictyota.sp,Incrusting.sponge,Millepora.incrusting,Mussismilia.hispida,calcareous.articulate.algae,foliaceous.algae,Palythoa.caribaeorum,Porites.astreoides,Quadrado,Sargassum.sp,Siderastrea.spp,Sombra,Agaricia.fragilis,Agaricia.humilis,Halimeda,Mussismilia.harttii,ouriço1,Bryopsis.pennata,Ascidea.colonial,Outro.hydrozoa,Parazoanthus.cf.axinellae,Champia.parvula,Millepora.sp,Muriceopsis.sulphurea,Agaricia.sp,Millepora.nitida,Porites.branneri,Porites.sp,Caulerpa.sp,Caulerpa.verticillata,Dictyopteris.plagiogramma,Massive.sponge,Montastraea.cavernosa,corticated.algae,green.filamentous.algae,Outro.crustaceo,Padina.sp,Papilate.sponge,Poliqueta,Favia.gravida,Mussismilia.leptophylla,Mussismilia.braziliensis,Outro.anthozoa,Stypopodium,Tubular.sponge,Udotea,Ventricaria.ventricosa,Caulerpa.racemosa,Estrela,Peyssonnelia,Anemona,Arborescent.sponge,Botrylloides.nigrum,Carijoa.riisei,Codium.spp,Galaxaura.sp,Gelidium.floridanum,Lobophora.variegata,Macrorhynchia.philippina,Madracis.decactis,Mussismilia.spp,ouriço2,Outra.ascidia,leathery.algae,Schizoporella.sp,Didemnum.perlucidum,Heterogorgia,Idiellana.pristis,Leptogorgia.sp,Octocoral.another,Trididemnum,Ulvophyceae,Codium.intertextum,Colpomenia.sinuosa,Palythoa.variabilis,Globular.sponge,Zoanthus.sociatus,Meandrina.brasiliensis,Outro.echinoderma,Phyllogorgia.dilatata,Plexaurella.grandiflora,Plexaurella.regia,Octhodes.secundiramea,Crinóide,Gelidiella.acerosa,Muricea.flamma,Protopalythoa,Didemnum,Ophiothela.mirabilis,Gelidiopsis,Hypnea.musciformis,Laurencia.sp,Wrangelia,Digenia.sp.,Chaetomorpha.sp,Tricleocarpa.cylindrica
Calheta/260612_10m_Video33/,trindade,calheta,rocky,-29.310286,-20.507457,8-12m,0.388,0.116,0,0,0,0,0,0,0.016,0.092,0,0.204,0.008,0,0,0,0,0,0,0.004,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calheta/260612_10m_Video34/,trindade,calheta,rocky,-29.310286,-20.507457,8-12m,0.36,0.152,0,0,0,0,0,0,0.016,0.012,0,0.36,0,0,0,0,0,0,0,0.004,0,0,0.028,0,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calheta/260612_10m_Video35/,trindade,calheta,rocky,-29.310286,-20.507457,8-12m,0.564,0.072,0,0,0,0,0,0,0.008,0.016,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Calheta/260612_10m_Video36/,trindade,calheta,rocky,-29.310286,-20.507457,8-12m,0.348,0.064,0,0,0,0,0,0,0,0.008,0,0.536,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/020712_10m_Video46/,trindade,farrilhoes,rocky,-29.497889,-20.522617,8-12m,0.148,0.572,0,0,0,0,0,0,0,0.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/020712_10m_Video47/,trindade,farrilhoes,rocky,-29.497889,-20.522617,8-12m,0.02,0.47,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/020712_10m_Video48/,trindade,farrilhoes,rocky,-29.497889,-20.522617,8-12m,0.148,0.332,0,0,0,0,0,0,0,0.016,0,0.228,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/020712_10m_Video49/,trindade,farrilhoes,rocky,-29.497889,-20.522617,8-12m,0.18,0.5,0,0,0,0,0,0.02,0,0,0,0.036,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/020712_10m_Video50/,trindade,farrilhoes,rocky,-29.497889,-20.522617,8-12m,0.148,0.416,0,0,0,0,0,0.004,0,0,0,0.096,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/020712_10m_Video51/,trindade,farrilhoes,rocky,-29.497889,-20.522617,8-12m,0.144,0.348,0,0,0,0,0,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/020712_10m_Video52/,trindade,farrilhoes,rocky,-29.497889,-20.522617,8-12m,0.384,0.16,0,0,0,0,0,0,0,0.008,0,0.424,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/040712_5m_Reserva4/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.428,0.304,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/040712_5m_Video55/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.856,0.108,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/040712_5m_Video57/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.524,0.196,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/040712_5m_Video58/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.096,0.684,0,0,0,0,0,0.06,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/040712_5m_Video59/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.772,0,0,0,0.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/040712_5m_Video60/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.652,0,0,0,0.236,0,0,0,0,0.012,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/040712_5m_Video61/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.604,0,0,0,0.388,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/140812_10m_Video62/,trindade,farrilhoes,rocky,-29.497889,-20.522617,8-12m,0.036,0.08,0,0,0,0,0,0.088,0,0.024,0,0.672,0,0,0,0,0,0,0,0.008,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/250712_5m_Video28/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.396,0.316,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Farrilhoes/250712_5m_Video29/,trindade,farrilhoes,rocky,-29.497889,-20.522617,4-7m,0.148,0.684,0,0,0,0,0,0.004,0,0.008,0,0.088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/050712_10m_Video64/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.008,0.012,0,0,0,0,0,0.068,0,0.008,0,0.072,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/050712_10m_Video67/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.04,0.02,0,0,0,0,0,0.308,0,0.008,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/050712_5m_Video65/,trindade,orelha,rocky,-29.343099,-20.492485,4-7m,0,0.284,0,0,0,0,0,0.348,0,0,0,0.004,0,0,0,0,0,0,0,0.008,0,0,0.016,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/050712_5m_Video66/,trindade,orelha,rocky,-29.343099,-20.492485,4-7m,0.004,0.308,0,0,0,0,0,0.316,0,0.012,0,0,0,0,0,0,0,0,0,0.004,0,0,0.004,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/100812_10m_Video51/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.1,0.036,0,0,0,0,0,0,0,0.008,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/100812_10m_Video52/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.092,0.04,0,0,0,0,0,0.152,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/100812_10m_Video53/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.152,0.008,0,0,0,0,0,0.008,0,0.028,0,0.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/100812_10m_Video54/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.072,0,0,0,0,0,0,0.124,0,0.024,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/100812_10m_Video55/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.004,0.008,0,0,0,0,0,0.056,0,0.032,0,0.048,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/220612_10m_Video17/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.012,0.012,0,0,0,0,0,0.056,0,0.008,0,0.044,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/220612_10m_Video18/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.004,0,0,0,0,0,0,0.148,0,0,0,0.012,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/220612_10m_Video19/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.012,0,0,0,0,0,0,0.08,0,0.02,0,0.104,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/220612_10m_Video20/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0,0.004,0,0,0,0,0,0.052,0,0.004,0,0.124,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/220612_10m_Video21/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.024,0,0,0,0,0,0,0.112,0,0.004,0,0.08,0,0,0,0,0,0,0,0,0,0,0.016,0,0,0.084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/220612_10m_Video22/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.012,0.052,0,0,0,0,0,0.184,0,0.012,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/250612_10m_Video24/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.2,0.024,0,0,0,0,0,0.036,0,0.032,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/250612_10m_Video25/,trindade,orelha,rocky,-29.343099,-20.492485,8-12m,0.084,0.076,0,0,0,0,0,0.072,0,0.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Orelha/250712_5m_Video32/,trindade,orelha,rocky,-29.343099,-20.492485,4-7m,0.108,0.288,0,0,0,0,0,0.048,0,0.008,0,0.356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha das Cabras/01_CABRAS_IDE_2602_RASO_GOPRO3_VIDEO3/,ilhabela,ilha_das_cabras,rocky,-45.393889,-23.830333,1-7m,0.872,0,0,0.004,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha das Cabras/02_CABRAS_LU_2602_RASO_GOPRO3_VIDEO1/,ilhabela,ilha_das_cabras,rocky,-45.393889,-23.830333,1-7m,0.732,0,0,0.004,0,0,0.004,0.212,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha das Cabras/03_CABRAS_LU_2602_RASO_GOPRO3_VIDEO2/,ilhabela,ilha_das_cabras,rocky,-45.393889,-23.830333,1-7m,0.792,0,0,0.008,0,0,0,0.128,0,0,0,0,0.008,0,0,0,0,0,0,0.008,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha das Cabras/04_IlhadasCabras_Juan_Raso_0403_GoPro1_Video1/,ilhabela,ilha_das_cabras,rocky,-45.393889,-23.830333,1-7m,0.984,0,0,0,0,0,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha das Cabras/05_IlhadasCabras_Juan_Raso_0403_GoPro1_Video2/,ilhabela,ilha_das_cabras,rocky,-45.393889,-23.830333,1-7m,0.96,0,0,0,0,0,0,0,0,0,0,0,0.012,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha das Cabras/06_IlhadasCabras_Juan_Raso_0403_GoPro1_Video3/,ilhabela,ilha_das_cabras,rocky,-45.393889,-23.830333,1-7m,0.876,0.036,0,0,0,0,0,0.072,0,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ilha das Cabras/07_IlhadasCabras_Juan_Raso_0403_GoPro2_Video1/,ilhabela,ilha_das_cabras,rocky,-45.393889,-23.830333,1-7m,0.976,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0,0,0,0,0,0,0,0,0.004,0.004,0,0.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
